School Year,School District,BEDS Code,School Name,Local School Code,School Type,Part B,Lowest Grade,Highest Grade,Does this school serve its full planned grade span? (Y/N),"If no, is this school opening this school year? (Y/N)",Is the school scheduled to close? (Y/N),"If so, what year?",K-12 Enrollment,Pre-K Enrollment,Preschool Special Ed Enrollment,K-12 FRPL Count,K-12 ELL Count,K-12 SWD Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Paraprofessional Classroom Staff,Principals & Other Admin Staff,Pupil Support Services Staff, All Remaining Staff , Total Staff , Part C , Classroom Teachers , All Other Salaries , Employee Benefits , BOCES Services , All Other , Total Allocation by Object , Grades K-12 , Pre-K , Grades K- 12 , Preschool , School Administration , Instructional Media , Pupil Support Services , Total Allocation by Purpose , State & Local Funding , Federal Funding , Total Funding Source by School , State & Local Funding per Pupil , Federal Funding per Pupil , Central District Costs , Total School Allocation w/ Central District Costs , Total School Funding per Pupil , Part D , Does this school offer a Pre-K program? (Y/N) , Does this school offer student/family support or community schools services? (Y/N) , 4-Year-Old Full-Day , 4-Year-Old Half-Day , 3-Year-Old Full-Day , 3-Year-Old Half-Day , Total Pre-K Enrollment , State Grants , Other State & Local Funding , Federal Funding  , Total Pre-K Spending , Community Schools Site Coordinator (FTE Basis) , Enriched Academic Services ," Health, Mental Health/Counseling, Dental Care ", Nutrition Services , Legal Services , After-School Programs/Extended Day Programs , All Other  , Total Community Schools Spending , Foundation Aid Community Schools Set-Aside , Other State & Local Funding  , Federal Funding   , Part E ,Local Formula Allocation, Allocation If Local Formula Fully Funded ,Difference,% Funded, Total Funding (See Part C) ,Local Formula as % of Total Funding, Other Funding 
2017-18,New York City,310500010125,P.S. 125 Ralph Bunche,M125,Elementary School,Part B,K,5,Yes,,No,,247,49,1,182,6,44,9.0,11.0,23.8,1.0,2.9,2.0,49.7,Part C," 18,79,923.00 "," 18,52,308.00 "," 22,72,387.54 ", -   ," 1,49,751.00 "," 61,54,369.54 "," 31,17,559.79 "," 4,51,586.36 "," 22,09,744.82 "," 15,571.94 "," 2,42,888.84 "," 1,539.00 "," 1,15,478.79 "," 61,54,369.54 "," 56,76,985.54 "," 4,77,384.00 "," 61,54,369.54 "," 17,908.47 "," 1,505.94 "," 21,15,657.86 "," 82,70,027.40 "," 26,088.41 ", Part D ,Yes,No, 29.00 , -   , -   , - , 29 ," 2,90,000 "," 1,61,586 ", -   ," 4,51,586.36 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"31,18,415.00 "," 29,71,585.00 ","1,46,830.00 ",104.9411%," 61,54,369.54 ",50.6699%," 30,35,954.54 "
2017-18,New York City,310500010129,P.S. 129 John H. Finley,M129,K-8 School,Part B,K,8,Yes,,No,,407,28,0,378,37,110,6.0,31.0,23.8,2.0,6.8,3.0,72.6,Part C," 36,63,859.00 "," 23,75,668.00 "," 36,77,196.26 ", -   ," 46,157.00 "," 97,62,880.26 "," 48,94,521.50 "," 10,68,812.32 "," 31,01,389.80 ", -   ," 4,83,388.53 "," 2,536.00 "," 2,12,232.11 "," 97,62,880.26 "," 92,36,385.26 "," 5,26,495.00 "," 97,62,880.26 "," 20,944.18 "," 1,193.87 "," 29,43,233.81 "," 1,27,06,114.07 "," 28,812.05 ", Part D ,Yes,No, 30.00 , -   , 25.00 , - , 55 ," 2,80,000 "," 7,88,812 ", -   ," 10,68,812.32 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"49,41,566.00 "," 50,12,457.00 ","(70,891.00)",98.5857%," 97,62,880.26 ",50.6159%," 48,21,314.26 "
2017-18,New York City,310500010133,P.S. 133 Fred R Moore,M133,Elementary School,Part B,K,5,Yes,,No,,195,16,0,182,23,78,12.0,13.0,14.6,3.0,3.8,2.0,48.4,Part C," 21,12,674.00 "," 21,33,218.00 "," 25,85,132.61 ", -   ," 25,028.00 "," 68,56,052.61 "," 16,72,499.20 "," 5,29,574.77 "," 39,43,771.80 ", -   ," 6,47,972.79 "," 1,215.00 "," 61,019.04 "," 68,56,052.61 "," 66,92,674.61 "," 1,63,378.00 "," 68,56,052.61 "," 31,421.01 ", 767.03 ," 14,21,561.91 "," 82,77,614.52 "," 38,862.04 ", Part D ,Yes,No, 14.00 , -   , 13.00 , - , 27 ," 1,40,000 "," 3,89,575 ", -   ," 5,29,574.77 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"20,94,486.00 "," 22,84,876.00 ","(1,90,390.00)",91.6674%," 68,56,052.61 ",30.5494%," 47,61,566.61 "
2017-18,New York City,310500010154,P.S. 154 Harriet Tubman,M154,Elementary School,Part B,K,5,Yes,,No,,274,27,1,267,54,93,5.5,24.0,14.6,1.7,2.9,4.0,52.7,Part C," 26,37,667.00 "," 16,63,749.00 "," 26,18,938.67 ", -   ," 1,15,488.00 "," 70,35,842.67 "," 37,66,919.70 "," 7,24,707.14 "," 19,70,491.74 "," 17,254.93 "," 4,69,537.90 "," 1,707.00 "," 85,224.27 "," 70,35,842.67 "," 64,95,823.67 "," 5,40,019.00 "," 70,35,842.67 "," 21,580.81 "," 1,794.08 "," 20,08,873.87 "," 90,44,716.54 "," 30,048.89 ", Part D ,Yes,Yes, 29.00 , -   , 13.00 , - , 42 ," 2,50,000 "," 4,74,707 ", -   ," 7,24,707.14 ", 1.0 ," 30,614.42 "," 95,614.42 ", -   , -   ," 1,53,072.11 "," 91,843.26 "," 3,71,144.22 "," 1,84,595.00 "," 1,86,549.22 ", -   , Part E ,"35,63,894.00 "," 33,79,261.00 ","1,84,633.00 ",105.4637%," 70,35,842.67 ",50.6534%," 34,71,948.67 "
2017-18,New York City,310500010161,P.S. 161 Pedro Albizu Campos,M161,K-8 School,Part B,K,8,Yes,,No,,838,0,0,808,224,208,16.0,56.0,27.6,4.0,3.7,7.7,115.0,Part C," 61,53,445.00 "," 29,52,417.00 "," 55,44,149.68 ", -   ," 1,68,300.00 "," 1,48,18,311.68 "," 93,45,041.38 ", -   ," 43,44,494.15 ", -   ," 8,80,058.17 "," 5,221.00 "," 2,43,496.99 "," 1,48,18,311.68 "," 1,36,18,078.68 "," 12,00,233.00 "," 1,48,18,311.68 "," 16,980.15 "," 1,496.55 "," 53,52,547.65 "," 2,01,70,859.33 "," 25,150.70 ", Part D ,No,Yes, -   , -   , -   , - , - , - , - , -   , -   , 1.0 ," 34,624.80 "," 34,624.80 ", -   , -   ," 1,73,124.00 "," 1,03,874.40 "," 3,46,248.00 ", -   , -   ," 3,46,248.00 ", Part E ,"98,29,647.00 "," 1,02,08,184.00 ","(3,78,537.00)",96.2918%," 1,48,18,311.68 ",66.3345%," 49,88,664.68 "
2017-18,New York City,310500010175,P.S. 175 Henry H Garnet,M175,Elementary School,Part B,K,5,Yes,,No,,290,31,0,276,58,69,3.0,23.0,15.0,1.0,3.8,3.0,48.8,Part C," 24,28,099.00 "," 16,50,315.00 "," 24,83,162.79 ", -   ," 70,006.00 "," 66,31,582.79 "," 36,11,450.98 "," 7,35,655.58 "," 17,80,083.84 ", -   ," 4,42,900.09 "," 1,807.00 "," 59,685.30 "," 66,31,582.79 "," 61,28,344.79 "," 5,03,238.00 "," 66,31,582.79 "," 16,169.78 "," 1,327.80 "," 25,29,445.84 "," 91,61,028.62 "," 24,171.58 ", Part D ,Yes,No, 30.00 , -   , 13.00 , - , 43 ," 2,90,000 "," 4,45,656 ", -   ," 7,35,655.58 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"36,38,574.00 "," 39,87,456.00 ","(3,48,882.00)",91.2505%," 66,31,582.79 ",54.8674%," 29,93,008.79 "
2017-18,New York City,310500010194,P.S. 194 Countee Cullen,M194,Elementary School,Part B,K,5,Yes,,No,,220,17,1,215,42,59,8.0,13.0,11.3,2.0,1.0,2.0,37.3,Part C," 20,64,748.00 "," 13,37,623.00 "," 20,71,550.62 ", -   ," 70,750.00 "," 55,44,671.62 "," 33,00,338.86 "," 2,10,097.84 "," 14,48,245.81 "," 16,161.37 "," 4,98,239.87 "," 1,371.00 "," 70,216.87 "," 55,44,671.62 "," 51,54,562.62 "," 3,90,109.00 "," 55,44,671.62 "," 22,028.05 "," 1,667.13 "," 15,61,715.90 "," 71,06,387.52 "," 30,369.18 ", Part D ,Yes,Yes, 13.00 , -   , -   , - , 13 ," 1,30,000 "," 80,098 ", -   ," 2,10,097.84 ", 1.0 ," 1,32,995.22 "," 1,49,792.20 ", -   , -   ," 1,48,961.00 "," 89,376.60 "," 5,21,125.02 "," 2,59,190.00 "," 2,61,935.02 ", -   , Part E ,"31,35,474.00 "," 31,35,475.00 ",(1.00),100.0000%," 55,44,671.62 ",56.5493%," 24,09,197.62 "
2017-18,New York City,310500010197,P.S. 197 John B. Russwurm,M197,Elementary School,Part B,K,5,Yes,,No,,289,24,1,269,15,95,4.0,26.0,21.7,2.0,3.9,4.9,62.5,Part C," 28,48,184.00 "," 22,62,763.00 "," 31,11,825.68 ", -   ," 85,486.00 "," 83,08,258.68 "," 38,39,567.86 "," 10,33,690.32 "," 27,71,918.82 ", -   ," 4,42,530.05 "," 1,794.00 "," 2,18,757.62 "," 83,08,258.68 "," 76,73,805.68 "," 6,34,453.00 "," 83,08,258.68 "," 23,905.94 "," 1,976.49 "," 21,42,353.86 "," 1,04,50,612.54 "," 32,556.43 ", Part D ,Yes,No, 31.00 , -   , 13.00 , - , 44 ," 2,30,000 "," 8,03,690 ", -   ," 10,33,690.32 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"34,13,215.00 "," 37,37,195.00 ","(3,23,980.00)",91.3309%," 83,08,258.68 ",41.0822%," 48,95,043.68 "
2017-18,New York City,310500010200,P.S. 200- The James McCune Smith School,M200,Elementary School,Part B,K,5,Yes,,No,,359,33,1,328,48,106,1.0,41.0,14.6,2.0,5.9,3.0,67.5,Part C," 37,49,734.00 "," 14,05,133.00 "," 31,38,566.59 ", -   ," 90,583.00 "," 83,84,016.59 "," 38,92,100.26 "," 12,80,062.72 "," 26,67,905.98 "," 18,286.61 "," 4,96,495.87 "," 2,212.00 "," 26,953.15 "," 83,84,016.59 "," 76,86,559.59 "," 6,97,457.00 "," 83,84,016.59 "," 20,887.39 "," 1,895.26 "," 24,56,031.84 "," 1,08,40,048.43 "," 29,456.65 ", Part D ,Yes,Yes, 45.00 , -   , 25.00 , - , 70 ," 3,20,000 "," 9,60,063 ", -   ," 12,80,062.72 ", 1.0 ," 28,827.60 "," 28,827.60 ", -   , -   ," 1,44,138.00 "," 86,482.80 "," 2,88,276.00 ", -   , -   ," 2,88,276.00 ", Part E ,"38,20,744.00 "," 41,86,622.00 ","(3,65,878.00)",91.2608%," 83,84,016.59 ",45.5718%," 45,63,272.59 "
2017-18,New York City,310500010286,Urban Assembly Academy for Future Leaders,M286,Middle/Junior High School,Part B,6,8,Yes,,No,,169,0,0,152,11,56,3.0,15.0,8.0,2.0,1.0,4.0,33.0,Part C," 12,41,213.00 "," 12,21,314.00 "," 14,99,321.90 ", -   ," 58,145.00 "," 40,19,993.90 "," 18,61,017.02 ", -   ," 14,70,496.70 ", -   ," 4,93,488.92 "," 1,047.00 "," 1,93,944.25 "," 40,19,993.90 "," 37,87,049.90 "," 2,32,944.00 "," 40,19,993.90 "," 22,276.76 "," 1,370.26 "," 11,34,579.93 "," 51,54,573.82 "," 30,321.02 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"25,61,787.00 "," 27,87,304.00 ","(2,25,517.00)",91.9091%," 40,19,993.90 ",63.7261%," 14,58,206.90 "
2017-18,New York City,310500010318,Thurgood Marshall Academy Lower School,M318,Elementary School,Part B,K,5,Yes,,No,,221,0,0,189,5,38,7.7,9.0,6.6,2.0,1.0,2.0,28.3,Part C," 12,54,093.00 "," 9,09,532.00 "," 13,17,333.92 ", -   ," 90,346.00 "," 35,71,304.92 "," 23,94,125.19 ", -   ," 7,27,611.11 ", -   ," 4,44,710.05 "," 1,377.00 "," 3,481.56 "," 35,71,304.92 "," 33,42,839.92 "," 2,28,465.00 "," 35,71,304.92 "," 15,476.11 "," 1,057.71 "," 14,41,583.91 "," 50,12,888.82 "," 23,207.82 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"23,29,039.00 "," 23,80,549.00 ","(51,510.00)",97.8362%," 35,71,304.92 ",65.2153%," 12,42,265.92 "
2017-18,New York City,310500010514,New Design Middle School,M514,Middle/Junior High School,Part B,6,8,Yes,,No,,130,0,0,119,8,51,8.0,8.0,4.6,3.0,1.0,4.0,28.6,Part C," 9,82,525.00 "," 10,21,547.00 "," 12,20,189.27 ", -   ," 50,188.00 "," 32,74,449.27 "," 16,36,355.80 ", -   ," 11,27,358.49 ", -   ," 4,98,048.42 ", 810.00 ," 11,876.57 "," 32,74,449.27 "," 31,33,650.27 "," 1,40,799.00 "," 32,74,449.27 "," 29,286.45 "," 1,315.88 "," 7,14,117.95 "," 39,88,567.23 "," 37,276.33 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"17,91,867.00 "," 18,17,725.00 ","(25,858.00)",98.5775%," 32,74,449.27 ",54.7227%," 14,82,582.27 "
2017-18,New York City,310500010517,Teachers College Community School,M517,K-8 School,Part B,K,6,No,No,No,,268,17,1,126,7,44,8.0,12.0,5.2,2.0,0.0,2.7,29.9,Part C," 18,85,107.00 "," 7,36,666.00 "," 15,96,279.62 ", -   ," 1,73,362.00 "," 43,91,414.62 "," 31,82,152.67 "," 2,02,360.22 "," 5,43,512.55 "," 15,566.17 "," 4,46,047.01 "," 1,776.00 ", -   ," 43,91,414.62 "," 43,55,520.62 "," 35,894.00 "," 43,91,414.62 "," 13,442.96 ", 110.78 ," 21,62,375.86 "," 65,53,790.48 "," 20,227.75 ", Part D ,Yes,No, 13.00 , -   , -   , - , 13 ," 1,30,000 "," 72,360 ", -   ," 2,02,360.22 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"32,85,575.00 "," 33,45,928.00 ","(60,353.00)",98.1962%," 43,91,414.62 ",74.8181%," 11,05,839.62 "
2017-18,New York City,310500011148,Eagle Academy for Young Men of Harlem,M148,Junior-Senior High School,Part B,6,10,No,No,No,,318,0,0,242,10,89,12.0,16.0,5.0,3.0,2.0,3.0,41.0,Part C," 26,04,385.00 "," 12,95,085.00 "," 23,74,211.84 ", -   ," 1,20,095.00 "," 63,93,776.84 "," 46,07,710.77 ", -   ," 10,67,013.56 ", -   ," 6,89,527.91 "," 2,380.00 "," 27,144.60 "," 63,93,776.84 "," 60,25,470.84 "," 3,68,306.00 "," 63,93,776.84 "," 15,371.10 ", 939.56 ," 26,16,207.83 "," 90,09,984.67 "," 22,984.65 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"51,23,273.00 "," 51,23,273.00 ",0.00 ,100.0000%," 63,93,776.84 ",80.1291%," 12,70,503.84 "
2017-18,New York City,310500011157,The Urban Assembly School for Global Commerce,M157,Senior High School,Part B,9,12,Yes,,No,,241,0,0,195,21,62,12.0,10.0,2.7,2.0,1.0,4.1,31.8,Part C," 15,45,117.00 "," 10,30,433.00 "," 15,68,136.52 ", -   ," 1,30,134.00 "," 42,73,820.52 "," 31,49,841.55 ", -   ," 4,02,952.22 ", -   ," 4,83,216.38 "," 1,439.00 "," 2,36,371.37 "," 42,73,820.52 "," 40,80,602.52 "," 1,93,218.00 "," 42,73,820.52 "," 17,588.80 ", 832.84 ," 15,48,367.90 "," 58,22,188.42 "," 25,095.64 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"35,42,297.00 "," 35,42,298.00 ",(1.00),100.0000%," 42,73,820.52 ",82.8836%," 7,31,523.52 "
2017-18,New York City,310500011285,Harlem Renaissance High School,M285,Senior High School,Part B,9,12,Yes,,No,,233,0,0,206,27,63,2.0,16.0,2.8,2.0,3.0,6.0,31.8,Part C," 19,10,482.00 "," 10,31,446.00 "," 17,91,207.60 ", -   ," 1,85,600.00 "," 49,18,735.60 "," 38,03,371.43 ", -   ," 3,71,449.23 ", -   ," 4,91,402.24 "," 1,327.00 "," 2,51,185.71 "," 49,18,735.60 "," 46,76,151.60 "," 2,42,584.00 "," 49,18,735.60 "," 22,161.86 "," 1,149.69 "," 14,08,213.91 "," 63,26,949.50 "," 29,985.54 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"33,21,771.00 "," 36,38,315.00 ","(3,16,544.00)",91.2997%," 49,18,735.60 ",67.5330%," 15,96,964.60 "
2017-18,New York City,310500011304,Mott Hall High School,M304,Senior High School,Part B,9,12,Yes,,No,,297,0,0,275,50,81,6.0,11.0,4.0,2.0,3.0,4.0,30.0,Part C," 16,20,572.00 "," 11,00,098.00 "," 16,56,493.55 ", -   ," 1,88,906.00 "," 45,66,069.55 "," 33,89,653.30 ", -   ," 3,40,745.84 ", -   ," 5,15,369.35 "," 1,788.00 "," 3,18,513.07 "," 45,66,069.55 "," 42,40,829.55 "," 3,25,240.00 "," 45,66,069.55 "," 16,124.83 "," 1,236.65 "," 17,55,261.89 "," 63,21,331.44 "," 24,035.48 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"35,30,401.00 "," 38,82,589.00 ","(3,52,188.00)",90.9290%," 45,66,069.55 ",77.3182%," 10,35,668.55 "
2017-18,New York City,310500011362,Columbia Secondary School,M362,Junior-Senior High School,Part B,6,12,Yes,,No,,702,0,0,376,4,105,11.0,38.0,8.0,3.0,2.0,4.0,66.0,Part C," 40,13,669.00 "," 16,09,330.00 "," 34,23,591.10 ", -   ," 88,931.00 "," 91,35,521.10 "," 57,30,171.37 ", -   ," 24,66,722.24 ", -   ," 7,44,825.86 "," 4,367.00 "," 1,89,434.63 "," 91,35,521.10 "," 89,69,690.10 "," 1,65,831.00 "," 91,35,521.10 "," 12,423.39 ", 229.68 ," 48,18,627.69 "," 1,39,54,148.79 "," 19,327.08 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"71,36,009.00 "," 77,31,747.00 ","(5,95,738.00)",92.2949%," 91,35,521.10 ",78.1128%," 19,99,512.10 "
2017-18,New York City,310500011369,Urban Assembly School for the Performing Arts,M369,Senior High School,Part B,9,12,Yes,,No,,356,0,0,321,26,87,9.0,15.0,1.0,2.0,4.0,7.0,38.0,Part C," 21,33,005.00 "," 12,14,991.00 "," 20,38,444.13 ", -   ," 1,28,477.00 "," 55,14,917.13 "," 35,75,886.77 ", -   ," 8,54,488.64 ", -   ," 6,78,064.81 "," 2,199.00 "," 4,04,277.91 "," 55,14,917.13 "," 51,86,326.13 "," 3,28,591.00 "," 55,14,917.13 "," 13,684.24 ", 866.99 ," 25,29,445.84 "," 80,44,362.97 "," 21,225.23 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"44,70,756.00 "," 49,20,641.00 ","(4,49,885.00)",90.8572%," 55,14,917.13 ",81.0666%," 10,44,161.13 "
2017-18,New York City,310500011499,Frederick Douglass Academy,M499,Junior-Senior High School,Part B,6,12,Yes,,No,,"1,362",0,0,"1,036",56,219,4.0,78.0,17.1,4.0,6.0,6.0,115.1,Part C," 79,15,049.00 "," 27,14,639.00 "," 64,71,938.77 ", -   ," 66,579.00 "," 1,71,68,205.77 "," 1,23,93,813.35 ", -   ," 28,46,247.92 ", -   ," 11,64,685.54 "," 8,367.00 "," 7,55,091.97 "," 1,71,68,205.77 "," 1,62,86,775.77 "," 8,81,430.00 "," 1,71,68,205.77 "," 12,073.22 ", 653.40 ," 90,03,225.41 "," 2,61,71,431.19 "," 19,400.62 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"1,39,52,609.00 "," 1,47,93,269.00 ","(8,40,660.00)",94.3173%," 1,71,68,205.77 ",81.2700%," 32,15,596.77 "
2017-18,New York City,310500011670,Thurgood Marshall Academy for Learning and Social Change,M670,Junior-Senior High School,Part B,6,12,Yes,,No,,547,0,0,403,19,105,5.0,33.0,8.8,2.0,3.0,3.0,54.8,Part C," 37,22,202.00 "," 10,99,196.00 "," 29,35,532.32 ", -   ," 93,808.00 "," 78,50,738.32 "," 57,81,315.02 ", -   ," 13,14,896.28 ", -   ," 5,08,227.64 "," 3,314.00 "," 2,42,985.37 "," 78,50,738.32 "," 74,38,314.32 "," 4,12,424.00 "," 78,50,738.32 "," 14,114.45 ", 782.59 ," 35,17,197.77 "," 1,13,67,936.09 "," 21,571.04 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"58,70,526.00 "," 64,64,130.00 ","(5,93,604.00)",90.8170%," 78,50,738.32 ",74.7767%," 19,80,212.32 "
2017-18,New York City,310500011692,"High School for Mathematics, Science and Engineering at City College",M692,Senior High School,Part B,9,12,Yes,,No,,500,0,0,213,1,24,1.0,29.0,3.0,2.2,3.0,7.0,45.2,Part C," 29,71,595.00 "," 15,48,072.00 "," 27,51,821.89 ", -   ," 1,92,914.00 "," 74,64,402.89 "," 62,08,282.21 ", -   ," 2,58,647.58 ", -   ," 7,28,058.37 "," 3,109.00 "," 2,66,305.73 "," 74,64,402.89 "," 74,45,254.89 "," 19,148.00 "," 74,64,402.89 "," 14,541.51 ", 37.40 ," 34,17,087.78 "," 1,08,81,490.67 "," 21,252.91 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"65,03,979.00 "," 54,48,672.00 ","10,55,307.00 ",119.3682%," 74,64,402.89 ",87.1333%," 9,60,423.89 "
2017-18,New York City,310600010004,P.S. 004 Duke Ellington,M004,Elementary School,Part B,K,5,Yes,,No,,523,33,1,444,186,136,11.0,35.0,20.2,3.0,4.9,2.0,76.1,Part C," 38,24,989.00 "," 22,71,277.00 "," 37,11,742.08 ", -   ," 1,13,003.00 "," 99,21,011.08 "," 51,42,102.98 "," 4,59,896.55 "," 35,62,932.52 "," 51,099.62 "," 6,34,532.42 "," 3,258.00 "," 67,189.00 "," 99,21,011.08 "," 91,46,780.08 "," 7,74,231.00 "," 99,21,011.08 "," 19,297.00 "," 1,633.40 "," 31,63,475.79 "," 1,30,84,486.88 "," 27,604.40 ", Part D ,Yes,No, 27.00 , -   , -   , - , 27 ," 2,28,867 "," 2,31,029 ", -   ," 4,59,896.55 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"53,29,970.00 "," 58,76,226.00 ","(5,46,256.00)",90.7040%," 99,21,011.08 ",53.7241%," 45,91,041.08 "
2017-18,New York City,310600010005,P.S. 005 Ellen Lurie,M005,Elementary School,Part B,K,5,Yes,,No,,561,33,3,476,277,140,9.7,42.0,25.0,3.0,4.9,2.0,86.6,Part C," 45,66,324.00 "," 21,34,693.00 "," 40,79,947.76 ", -   ," 2,25,760.00 "," 1,10,06,724.76 "," 60,25,452.85 "," 6,75,130.69 "," 35,02,386.99 "," 64,298.16 "," 6,40,276.03 "," 3,495.00 "," 95,685.04 "," 1,10,06,724.76 "," 1,02,48,169.76 "," 7,58,555.00 "," 1,10,06,724.76 "," 17,822.90 "," 1,319.23 "," 38,37,549.75 "," 1,48,44,274.51 "," 25,816.13 ", Part D ,Yes,No, 42.00 , -   , -   , - , 42 ," 3,70,000 "," 3,05,131 ", -   ," 6,75,130.69 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"63,24,378.00 "," 69,76,844.00 ","(6,52,466.00)",90.6481%," 1,10,06,724.76 ",57.4592%," 46,82,346.76 "
2017-18,New York City,310600010008,P.S. 008 Luis Belliard,M008,Elementary School,Part B,K,5,Yes,,No,,485,44,3,469,201,102,12.0,34.0,19.6,3.0,2.0,3.0,73.6,Part C," 36,43,477.00 "," 18,37,912.00 "," 33,37,371.14 ", -   ," 43,065.00 "," 88,61,825.14 "," 53,15,828.32 "," 7,12,940.94 "," 20,63,220.77 "," 67,899.14 "," 6,40,951.75 "," 3,022.00 "," 57,962.22 "," 88,61,825.14 "," 81,41,619.14 "," 7,20,206.00 "," 88,61,825.14 "," 16,250.74 "," 1,437.54 "," 33,43,673.78 "," 1,22,05,498.93 "," 24,362.27 ", Part D ,Yes,Yes, 42.00 , -   , -   , - , 42 ," 3,73,563 "," 3,39,378 ", -   ," 7,12,940.94 ", 1.0 ," 3,48,834.09 "," 16,666.70 ", -   , -   ," 83,333.50 "," 50,000.10 "," 4,98,834.39 "," 2,48,103.00 "," 2,50,731.39 ", -   , Part E ,"50,62,918.00 "," 55,81,695.00 ","(5,18,777.00)",90.7057%," 88,61,825.14 ",57.1318%," 37,98,907.14 "
2017-18,New York City,310600010018,P.S. 018 Park Terrace,M018,K-8 School,Part B,K,8,Yes,,No,,353,0,0,327,116,74,8.7,22.0,15.0,2.0,1.0,2.0,50.7,Part C," 26,75,314.00 "," 11,61,268.00 "," 23,35,922.16 ", -   ," 43,137.00 "," 62,15,641.16 "," 38,93,413.72 ", -   ," 17,69,318.99 ", -   ," 4,69,261.18 "," 2,199.00 "," 81,448.28 "," 62,15,641.16 "," 58,34,710.16 "," 3,80,931.00 "," 62,15,641.16 "," 17,680.94 "," 1,154.34 "," 22,02,419.86 "," 84,18,061.02 "," 25,509.28 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"39,59,637.00 "," 43,45,477.00 ","(3,85,840.00)",91.1209%," 62,15,641.16 ",63.7044%," 22,56,004.16 "
2017-18,New York City,310600010028,P.S. 028 Wright Brothers,M028,Elementary School,Part B,K,5,Yes,,No,,647,31,3,599,246,170,7.0,55.0,26.7,4.0,6.7,2.0,101.4,Part C," 51,50,157.00 "," 26,39,431.00 "," 47,42,729.66 ", -   ," 33,495.00 "," 1,25,65,812.66 "," 61,19,772.25 "," 3,93,685.53 "," 48,79,919.80 "," 98,421.38 "," 8,82,820.57 "," 7,412.00 "," 1,83,781.12 "," 1,25,65,812.66 "," 1,19,42,954.66 "," 6,22,858.00 "," 1,25,65,812.66 "," 18,602.73 ", 970.18 ," 42,84,707.72 "," 1,68,50,520.39 "," 26,246.92 ", Part D ,Yes,Yes, 24.00 , -   , -   , - , 24 ," 2,40,000 "," 1,53,686 ", -   ," 3,93,685.53 ", 1.0 ," 1,31,497.23 "," 26,804.80 ", -   , -   ," 1,34,024.00 "," 80,414.40 "," 3,72,740.43 "," 52,070.00 "," 52,622.43 "," 2,68,048.00 ", Part E ,"72,64,706.00 "," 80,23,850.00 ","(7,59,144.00)",90.5389%," 1,25,65,812.66 ",57.8133%," 53,01,106.66 "
